species,catalog number,Sex,ecotype,geomean,Cg,DE,CSS,Jz,Ina,Ila,1.x,1.y,1.z,2.x,2.y,2.z,3.x,3.y,3.z,4.x,4.y,4.z,5.x,5.y,5.z,6.x,6.y,6.z,7.x,7.y,7.z,8.x,8.y,8.z,9.x,9.y,9.z,10.x,10.y,10.z,11.x,11.y,11.z,12.x,12.y,12.z,13.x,13.y,13.z,14.x,14.y,14.z,15.x,15.y,15.z,16.x,16.y,16.z,17.x,17.y,17.z,18.x,18.y,18.z,19.x,19.y,19.z,20.x,20.y,20.z,21.x,21.y,21.z,22.x,22.y,22.z,23.x,23.y,23.z,24.x,24.y,24.z,25.x,25.y,25.z,26.x,26.y,26.z,27.x,27.y,27.z,28.x,28.y,28.z,29.x,29.y,29.z,30.x,30.y,30.z,31.x,31.y,31.z,32.x,32.y,32.z,33.x,33.y,33.z,34.x,34.y,34.z,35.x,35.y,35.z,36.x,36.y,36.z,37.x,37.y,37.z,38.x,38.y,38.z,39.x,39.y,39.z,40.x,40.y,40.z,41.x,41.y,41.z,42.x,42.y,42.z,43.x,43.y,43.z,44.x,44.y,44.z,45.x,45.y,45.z,46.x,46.y,46.z,47.x,47.y,47.z,48.x,48.y,48.z,49.x,49.y,49.z,50.x,50.y,50.z,51.x,51.y,51.z,52.x,52.y,52.z,53.x,53.y,53.z,54.x,54.y,54.z,55.x,55.y,55.z,56.x,56.y,56.z,57.x,57.y,57.z,58.x,58.y,58.z,59.x,59.y,59.z,60.x,60.y,60.z,61.x,61.y,61.z,62.x,62.y,62.z,63.x,63.y,63.z,64.x,64.y,64.z,65.x,65.y,65.z,66.x,66.y,66.z,67.x,67.y,67.z,68.x,68.y,68.z,69.x,69.y,69.z,70.x,70.y,70.z,71.x,71.y,71.z,72.x,72.y,72.z,73.x,73.y,73.z,74.x,74.y,74.z,75.x,75.y,75.z,76.x,76.y,76.z,77.x,77.y,77.z,78.x,78.y,78.z,79.x,79.y,79.z,80.x,80.y,80.z,81.x,81.y,81.z,82.x,82.y,82.z,83.x,83.y,83.z,84.x,84.y,84.z,85.x,85.y,85.z,86.x,86.y,86.z,87.x,87.y,87.z,88.x,88.y,88.z,89.x,89.y,89.z,90.x,90.y,90.z,91.x,91.y,91.z,92.x,92.y,92.z,93.x,93.y,93.z,94.x,94.y,94.z,95.x,95.y,95.z,96.x,96.y,96.z,97.x,97.y,97.z,98.x,98.y,98.z,99.x,99.y,99.z,100.x,100.y,100.z,101.x,101.y,101.z,102.x,102.y,102.z,103.x,103.y,103.z,104.x,104.y,104.z,105.x,105.y,105.z,106.x,106.y,106.z,107.x,107.y,107.z,108.x,108.y,108.z,109.x,109.y,109.z,110.x,110.y,110.z,111.x,111.y,111.z,112.x,112.y,112.z,113.x,113.y,113.z,114.x,114.y,114.z,115.x,115.y,115.z,116.x,116.y,116.z,117.x,117.y,117.z,118.x,118.y,118.z,119.x,119.y,119.z,120.x,120.y,120.z,121.x,121.y,121.z,122.x,122.y,122.z,123.x,123.y,123.z,124.x,124.y,124.z,125.x,125.y,125.z,126.x,126.y,126.z,127.x,127.y,127.z,128.x,128.y,128.z,129.x,129.y,129.z,130.x,130.y,130.z,131.x,131.y,131.z,132.x,132.y,132.z,133.x,133.y,133.z,134.x,134.y,134.z,135.x,135.y,135.z,136.x,136.y,136.z,137.x,137.y,137.z,138.x,138.y,138.z,139.x,139.y,139.z,140.x,140.y,140.z,141.x,141.y,141.z,142.x,142.y,142.z,143.x,143.y,143.z,144.x,144.y,144.z,145.x,145.y,145.z,146.x,146.y,146.z,147.x,147.y,147.z,148.x,148.y,148.z,149.x,149.y,149.z,150.x,150.y,150.z,151.x,151.y,151.z,152.x,152.y,152.z,153.x,153.y,153.z,154.x,154.y,154.z,155.x,155.y,155.z,156.x,156.y,156.z,157.x,157.y,157.z,158.x,158.y,158.z,159.x,159.y,159.z,160.x,160.y,160.z,161.x,161.y,161.z,162.x,162.y,162.z,163.x,163.y,163.z,164.x,164.y,164.z,165.x,165.y,165.z,166.x,166.y,166.z,167.x,167.y,167.z,168.x,168.y,168.z,169.x,169.y,169.z,170.x,170.y,170.z,171.x,171.y,171.z,172.x,172.y,172.z,173.x,173.y,173.z,174.x,174.y,174.z,175.x,175.y,175.z,176.x,176.y,176.z,177.x,177.y,177.z,178.x,178.y,178.z,179.x,179.y,179.z,180.x,180.y,180.z,181.x,181.y,181.z,182.x,182.y,182.z,183.x,183.y,183.z,184.x,184.y,184.z,185.x,185.y,185.z,186.x,186.y,186.z,187.x,187.y,187.z,188.x,188.y,188.z,189.x,189.y,189.z,190.x,190.y,190.z,191.x,191.y,191.z,192.x,192.y,192.z,193.x,193.y,193.z,194.x,194.y,194.z
Ammospermophilus_leucurus,UWBM74646,M,ground,25.19091667,0.75357035,13.14520739,1.414648962,3.89373725,2.346736,1.548748,14.9118309,39.04976273,34.55596161,15.55091381,38.95532227,33.7804718,13.09246445,37.64131927,33.94447327,14.40026093,38.18380737,33.61612701,14.66039562,38.60282135,34.06657791,15.28435898,39.86705017,33.8743782,16.01241112,40.28549194,33.73444748,12.69846821,38.65753555,34.10894394,15.58608723,38.40533447,33.3261261,14.44552994,40.27959824,33.7672081,13.59521103,37.54938889,33.39884949,16.0125618,39.21683502,32.89281082,12.10494804,37.92964172,33.45578384,13.53852177,39.20490646,33.50915527,16.53133011,39.54568481,32.84537125,14.67917824,38.10917664,32.88865662,16.02684784,38.87051773,31.99379158,16.72016144,40.05931854,32.65081024,15.58884907,40.41817474,33.16507339,15.35102177,40.37878418,32.6408577,12.3327589,37.19134903,33.09027863,12.08694458,39.38661575,33.18221283,14.08085537,39.92892075,32.79677582,15.04396057,38.34015274,32.22531891,13.32993031,37.58942032,32.60776138,15.82139683,39.24951935,31.42491341,11.44512463,38.06687927,32.79255295,13.2697525,38.17735672,32.37481689,15.82045937,39.7793541,31.6747818,14.74188995,40.01021576,31.76664352,15.71202183,38.42996597,30.90558624,12.09649181,38.27018356,32.04792023,13.93246651,38.47797394,31.94741249,12.50578213,39.18348694,31.84650421,15.14166355,39.59807205,30.61948395,13.86275768,39.68766403,31.34191513,11.55178165,39.1762352,31.80947876,14.4500761,38.04069519,30.92541695,15.36036587,38.58299637,30.18145752,12.98377323,38.18453979,31.19357872,11.92461872,39.62519073,31.05766106,14.22977924,39.90260696,30.27449226,12.99151039,39.47158432,30.64651871,14.85371399,37.85538864,29.68955421,11.17759895,39.06367111,30.85588837,13.33892059,38.02241516,30.11496544,12.27281094,38.78447723,30.03258705,15.00227547,39.13596344,29.40533638,13.54370785,39.68877029,29.568367,11.53450394,39.81611252,29.98361206,12.19655895,39.8437767,29.36028671,13.88064384,37.71681213,28.94034767,12.62550545,38.57803726,28.94065285,14.5662365,39.70603561,28.72780037,14.8855238,38.53683853,28.61663628,11.11580753,39.81970596,29.12307739,13.15711212,39.71926117,28.49183464,11.60501289,40.26087952,28.55975151,12.10045528,39.45641327,28.3019104,13.14380169,37.93907547,28.09740639,14.348629,37.84041595,27.82873344,14.8549099,39.11320114,27.82026863,11.1824646,40.43649673,27.99940872,13.83361912,39.8373642,27.5710392,12.43540573,40.05168152,27.66536713,12.47731876,38.84325027,27.50534058,13.414505,37.66870117,27.16877747,14.6718359,38.53460693,26.93338966,11.65987587,40.6512413,27.20163345,14.47723293,39.64253235,26.74145699,13.01406193,39.85004425,26.68175507,12.62525177,38.40722656,26.57847977,14.08076859,37.77837753,26.22131348,12.07295513,40.16528702,26.22751236,14.78431034,39.06810379,25.93406677,12.37858868,39.31370926,25.90815163,13.82617855,39.79846954,25.76459503,13.098773,37.70816422,25.719347,14.44822979,38.20530319,25.18057251,12.46236134,40.30529022,25.28784752,14.54426479,39.38992691,24.95310783,12.46559334,38.88883972,25.0695858,13.48288631,37.48253632,24.74992371,13.24322414,39.80118942,24.5265274,14.65227222,38.51058197,24.25756073,12.50512123,38.36627197,24.04997063,14.20162392,39.54521561,23.92966461,12.5992012,39.68911743,23.69535065,13.98355007,37.47477341,23.80392075,12.85321617,37.62860107,23.47540855,14.69528389,38.84373856,23.36052322,13.55784225,39.68157578,22.95254898,12.4658041,38.88244247,23.0677948,14.41447163,37.67490005,22.9026165,13.33548069,37.13219833,22.7666111,14.57292175,38.92850113,22.40150452,12.48970318,38.12736893,22.52327156,12.82893944,39.53524399,22.2952137,14.3052845,37.34755325,22.11003685,13.03222179,37.06783295,21.8081665,13.62338352,39.5046463,21.60165024,14.70515728,38.34244919,21.68745422,12.5185442,38.68022537,21.6390667,13.91792011,36.79092789,21.40459824,12.55485916,37.72511292,21.06798553,14.1223774,39.13049698,20.80187035,14.61169147,37.63349533,20.83200645,12.81869888,39.11873245,20.67401123,13.07920742,36.53810501,20.784132,14.03020287,36.7705574,20.35229492,14.56577587,38.55407333,20.0213356,12.47571278,38.02928925,20.1446476,13.30712891,39.20969772,19.79405403,13.2684145,35.79047012,20.13474655,12.86651325,36.96009064,19.85872078,14.57457638,37.43540192,19.5927639,13.81626797,36.46387482,19.4624424,14.11317444,38.89332962,19.20952988,12.5628233,38.55733871,19.26089287,12.73092747,35.90711975,19.31733704,14.75620937,37.97071457,18.73994446,12.86108398,36.85795975,18.91945457,13.29170513,35.96966553,18.704916,13.20726204,39.03452301,18.59453201,14.17202568,36.88168716,18.54089355,12.47001743,37.93653488,18.48169899,14.22170162,38.73143768,18.17328262,14.79557514,37.64923859,17.85231781,12.72935009,36.57808685,17.94573402,12.69362354,38.69589233,17.77551651,13.83360958,36.58255768,17.65452766,12.53969955,37.465168,17.56852722,12.50078869,36.1089592,17.32005501,14.62792587,38.50630951,17.2518692,13.36101246,39.01683044,17.19132996,14.3955965,37.17388153,16.95203209,12.56843567,36.68980026,16.87603569,12.46377659,38.15254974,16.89360237,13.33673096,36.40859985,16.5970192,14.79916382,37.78108215,16.17531967,14.35976028,38.66301346,16.48557472,12.54835606,36.99224472,16.1767807,12.85244274,38.82487106,16.22473145,14.01213169,36.8277626,15.91572189,12.08985043,36.71209335,15.87948227,14.59058666,38.65634155,15.53922939,13.57047272,39.12468719,15.58021355,13.21295643,36.50127792,15.12168407,12.3273716,37.87892914,15.59895611,14.35251904,37.26450348,14.98799324,12.17179871,36.97987747,15.17664528,12.62543297,38.72610855,14.84228325,14.30580711,39.03824615,14.71487999,14.82137871,38.14689255,14.32061577,12.2318058,36.74739838,14.2362957,13.78245926,36.77123642,14.10981178,13.2943821,39.48664856,14.35034466,12.05653667,37.51928711,14.45502758,12.82185936,39.80668259,13.78950882,13.38814545,40.40748596,13.78748322,15.36385918,39.05656052,13.49520493,14.34669399,37.3868866,13.5151329,11.9759903,36.91316223,13.49205494,13.19220734,36.69724655,13.10582256,12.15273666,38.52059555,13.72767353,14.18592262,39.65356445,13.73550129,15.07283974,38.12335205,12.84126949,12.22818565,39.4106369,13.24050713,11.52974606,37.82505417,13.07766247,13.9775362,37.06808853,12.48959255,15.09598923,39.87242889,12.91805172,12.8843174,40.80417633,13.64547253,15.82533646,39.12735748,12.47889137,14.04372978,40.71419144,13.19224262,12.36628437,36.91946793,12.22009182,11.57630348,38.89271545,12.62528038,14.49476624,37.9635582,11.92825794,11.58440113,37.36816788,11.84694862,12.11179829,40.68967056,12.99777317,13.383955,37.09593582,11.62187576,14.54538918,40.462677,12.37878704,15.302598,38.70127869,11.72752762,13.18081474,41.19884109,12.94350624,15.11844158,39.81969833,11.92349243,11.53440762,38.593853,11.67019939,11.81298637,39.92076492,11.99505138,14.40375805,38.9708519,11.05947685,13.76041412,38.18680191,11.02318764,12.31719971,37.53947067,11.13859844,12.55204773,40.93700027,12.04486084,13.61721802,40.98654556,11.74386787,12.36963367,39.58294296,11.07112789,12.92950058,38.83538437,10.6913414,13.97385693,40.01722717,10.94257927
Ammospermophilus_nelsoni,MVZ234368,F,ground,27.647,0.638378342,15.34658447,1.482595899,2.974553659,1.647226829,1.32763478,-12.40650558,18.9253006,12.82344627,-12.81939507,18.12734795,13.53471756,-10.29409122,18.25925636,13.29592419,-11.59553909,18.34495735,13.4821825,-11.83956718,18.89410973,13.04043388,-13.17537689,19.43585968,13.2403841,-13.96538162,19.50367737,13.30610466,-9.923620224,19.16291046,13.12419415,-12.46126652,17.90848351,13.49735451,-12.07013226,19.99736977,13.38254166,-10.63118744,17.90223503,13.82902431,-13.35903358,18.56028175,14.18679142,-9.398863792,18.59496307,13.77350235,-10.74328709,19.45893097,13.68883419,-14.31303024,18.88180161,14.4069643,-11.37344265,18.0603714,14.25226021,-12.7540493,18.01350212,14.77755451,-14.54498577,19.66739464,14.2494173,-13.52117634,19.82897568,13.76485252,-13.39574242,19.96215248,14.28905106,-9.30712986,17.8765564,14.26427364,-9.528402328,19.89778137,13.96833134,-11.68758583,20.06157684,14.37413883,-11.71455097,18.11541939,14.76586151,-10.21368408,17.93995667,14.78859043,-13.35706711,18.9677639,15.40329933,-8.685317993,19.13345909,14.51258373,-10.1821909,18.90518379,14.93178272,-13.64397621,19.63333893,15.46972561,-12.58480453,19.96912384,15.30445671,-12.66392231,18.22057343,16.09473228,-9.309436798,19.30348396,15.27598953,-10.8638134,18.96135712,15.28309822,-10.08099174,19.90171242,15.25648594,-12.99057102,19.52356529,16.48555183,-11.40194988,19.81676102,15.85024738,-9.300997734,20.25141335,15.45322704,-11.45059586,18.18595123,16.41941452,-12.61616993,18.75162315,17.01746559,-10.14907551,19.00805855,16.11190224,-9.692980766,20.46387482,16.185812,-12.08320618,19.93483734,16.90903091,-10.65080547,20.00442123,16.60783005,-11.99305153,18.06889725,17.61508179,-9.318779945,20.33580017,16.66122437,-10.63782501,18.60449409,17.17514801,-10.15857601,19.5988636,17.28985977,-12.63675022,19.12701607,17.82004929,-11.2987051,20.02571678,17.71645546,-9.834210396,20.78649139,17.43276787,-10.4549818,20.40583801,18.10553169,-11.09155655,18.27255249,18.3273716,-10.46938419,19.22075844,18.45389366,-12.3999176,19.69295311,18.48232651,-12.29508495,18.71659279,18.70563889,-9.343909264,20.82762337,18.31929398,-11.24281883,20.18433571,18.9227562,-10.33592796,20.90882111,18.91017914,-10.28998089,19.98463821,19.36760139,-10.72429657,18.65461159,19.3951683,-11.84009171,18.36025429,19.6624794,-12.51594353,19.11866379,19.60050011,-9.6720047,21.08350182,19.2548027,-11.93611145,20.0097065,19.8723774,-10.93486023,20.43584824,20.00409889,-10.35032368,19.38942337,20.25504684,-11.19182968,18.36919594,20.50710106,-12.25068855,18.63969803,20.6663475,-10.47005081,21.03348541,20.16984367,-12.4145174,19.53356934,20.84246635,-11.34238148,20.34174347,20.99386787,-10.37778664,18.96589851,21.26076317,-11.78440094,18.27187157,21.59379959,-10.79727745,20.76217079,21.27035904,-12.38852501,18.92906761,21.75334167,-10.31616879,20.02103424,21.81546593,-11.82470608,20.05430603,21.92442131,-10.80570412,18.35918045,22.2337265,-11.96960449,18.35472679,22.65148926,-10.95090485,20.65026283,22.29621696,-12.3033762,19.37787628,22.85500526,-10.15595245,19.49266243,22.83717537,-10.96594715,18.05513382,23.1804142,-11.55350208,20.27929878,23.23857689,-12.09445381,18.47927094,23.63728333,-10.12637329,19.18453407,23.76366997,-11.96557522,19.82448769,23.88455391,-10.73079205,20.1786747,24.01503754,-11.32932758,17.87240601,24.10026169,-10.28113842,18.39032745,24.38251877,-12.24153042,18.93838501,24.60865784,-11.48799133,20.18232155,24.84877777,-10.18010521,19.60050964,24.71915627,-11.65838146,18.02353477,25.07966042,-10.42310524,17.72528076,25.16452026,-12.17457581,19.20235443,25.65308762,-10.05937958,18.85344887,25.44395065,-10.82440472,20.0584507,25.61478806,-11.209795,17.67898941,26.03430176,-10.11162949,17.7838192,26.20026207,-11.59337902,19.98335838,26.42374039,-12.13483429,18.48574829,26.53780937,-10.07944489,19.37747192,26.39942932,-10.48421192,17.17450714,26.73921394,-9.986744881,18.33448982,27.14894676,-11.94251156,19.53785133,27.3030777,-11.59428406,17.93463326,27.30974197,-10.55001259,19.84392548,27.32678032,-9.753946304,17.1757679,27.36246872,-10.6537056,17.29764366,27.74111366,-12.28424549,18.90209961,28.00100517,-10.00654888,18.78236771,28.06145477,-11.04397488,19.95268822,28.16523361,-9.60859108,16.63607216,27.94585419,-9.942889214,17.77014732,28.37586021,-11.66083908,17.971241,28.40027618,-10.53346062,17.23203659,28.68174934,-12.01432228,19.51985168,28.70322418,-10.22852707,19.51067162,28.82157898,-9.305645943,16.95359612,28.8685894,-12.28852272,18.52317619,29.23246002,-9.8950634,17.87579536,29.30051804,-9.863056183,17.09320259,29.52772713,-11.33736515,19.96035576,29.34639168,-11.22820377,17.69327736,29.56860733,-10.03333092,19.05900002,29.68861008,-12.13971615,19.49104881,29.83551216,-12.17451668,18.32517624,30.20756721,-9.591648102,17.77594376,30.25197983,-10.68551826,19.87645149,30.28479958,-10.84800434,17.58905983,30.51141357,-9.862471581,18.66386986,30.64688683,-9.441730499,17.58193016,30.93441582,-12.45574093,19.28393364,30.75634956,-11.69705772,20.00933075,30.84124947,-11.63785362,18.08223152,31.24625206,-9.3838377,18.28061867,31.30552673,-10.1055212,19.47914314,31.34916496,-10.62372494,17.71406746,31.69107056,-12.41030121,18.65554237,31.93414688,-12.10915947,19.84476471,31.48252487,-9.423374176,18.79560471,32.18454361,-10.8958025,20.09905052,31.88181877,-11.27158546,17.91306877,32.4948616,-9.252379417,18.31156921,32.54249191,-12.51441002,19.58342361,32.32524872,-11.94299698,20.33128738,32.37276077,-10.50985527,17.99696732,33.26449203,-9.842619896,19.67366028,32.667202,-11.86286449,18.2430706,33.26999283,-9.177259445,18.98540878,33.20711136,-10.82730961,20.36347198,33.09999466,-12.44439888,20.26228333,33.0118103,-12.83863354,19.04559898,33.36354065,-9.455436707,18.53996849,34.06349564,-11.08718872,18.06676674,34.23861313,-11.73342705,21.03829193,33.17533112,-9.243792534,19.83738708,33.64350891,-11.12147141,21.69910431,33.38346481,-12.10870647,21.96263504,33.44678879,-13.82929516,19.75343895,33.66860199,-12.08619404,18.50272942,34.54398727,-9.007082939,19.264431,34.51821136,-10.50386238,18.31031227,34.99619675,-10.05230808,20.63152695,34.07086182,-12.80104542,21.0161438,34.01084137,-13.24886608,18.99606133,34.81105042,-10.28416538,21.67374802,34.0631218,-9.112309456,20.16040611,34.72949982,-11.61115265,18.46965408,35.56263351,-13.73407173,20.5925827,34.32960129,-11.75739479,22.54408455,33.76674652,-14.12946606,19.8187809,34.75128174,-12.93172264,22.07011032,34.21526337,-9.768343925,18.82200241,35.65494156,-9.661902428,21.08602905,34.97243118,-12.6202755,19.10705566,35.92369461,-9.222432137,19.59145355,35.83742905,-10.76499462,22.48459816,34.56553268,-10.95167065,18.77518082,36.36272049,-13.3532238,21.610672,34.97305679,-13.22288036,19.59893799,35.86455917,-11.98399925,22.69618225,34.63853073,-13.48789024,20.64629173,35.53786469,-9.430942535,20.60637474,35.8988266,-10.32296085,21.88728714,35.56583405,-12.65714836,20.1482296,36.49655533,-11.73536873,19.50529099,36.70103836,-9.79474926,19.41110802,36.42334747,-11.29383755,22.54977798,35.51911163,-12.44136524,22.28795242,35.6664238,-10.72178841,21.24397278,36.42159271,-10.86601162,20.30380058,36.72881317,-12.19951725,21.36082458,36.52696228
Callosciurus_erythraeus,CAS6371,F,tree,39.77375,0.512932268,18.54577083,1.49664833,15.71172927,8.686219512,7.027979268,13.62221718,7.387300491,45.90218735,13.2160778,9.078478813,45.68809128,18.34655762,9.622503281,45.17108917,16.57774925,9.441503525,45.30644226,15.74059677,8.089453697,44.9849968,12.66553688,7.110452175,44.73954773,10.74681473,6.497521877,44.4864502,18.26635551,8.042626381,44.60958481,14.93197918,9.799092293,44.77328873,14.5414381,6.552771568,44.14221191,17.60418129,11.11702347,44.30252075,11.81804752,8.30939579,44.29070663,19.2714901,9.525197029,43.36977386,16.62685013,7.574862003,43.29310989,10.01519299,7.292055607,44.10533142,15.90361881,10.58963299,43.56966782,13.01253986,9.955620766,43.54074097,10.0446558,6.556417465,43.24695969,11.3768301,6.457143307,43.79275131,11.88926029,6.61614418,43.17118454,18.7031002,11.02178097,42.74921417,18.13833427,7.821775436,42.53480148,15.06510258,7.48853302,42.19758987,14.62556458,9.924401283,42.31823349,16.91134453,10.77604389,42.37252426,11.05046654,8.385204315,42.43331909,19.53050804,8.666910172,41.9307518,16.82651329,9.694265366,41.31269455,10.58270264,7.430766106,42.0068779,12.95307732,7.037460804,41.6327858,12.00573921,9.342329979,41.22266388,17.97821236,8.952730179,41.02986526,15.04797077,9.627098083,40.71790695,16.52334976,7.760686874,40.3646431,11.3420639,8.065509796,40.43883896,13.77573776,7.33659935,40.1981163,18.05696106,7.384643078,40.12223434,13.0483551,9.93492794,40.116436,11.36951447,9.024468422,39.45258713,15.41061592,9.604952812,39.78340149,16.83437729,7.473496914,39.02105331,12.46971607,7.032098293,39.02752686,14.80346203,7.751948357,38.80031204,12.19278622,10.13036251,38.39736938,17.90744209,7.453884602,38.34858704,14.32262516,10.25275517,38.45727539,16.00117111,9.091135025,37.92815399,11.67718792,9.08757782,37.75208664,13.47324371,7.338985443,37.27424622,16.7130394,7.134366989,37.32616425,15.35716152,7.506629944,36.52285004,13.30907249,10.69298363,36.59901047,15.14248848,9.886221886,36.20400238,11.72713184,8.005960464,36.21380615,11.75122833,9.716118813,36.15769958,16.58597374,7.122513771,36.04314423,13.55580616,7.540289879,35.13601685,15.81547451,7.266341686,35.07123566,15.44138622,8.62093544,34.44574738,14.21607208,10.78928375,34.64685059,11.9858675,10.40308094,34.62164688,11.38894844,9.275693893,34.50122452,16.121418,7.125741005,34.14663315,12.13602352,7.849539757,33.61592102,14.3655901,7.755314827,33.24293518,14.93050289,9.652347565,32.8944664,13.1852932,11.34163857,32.9672699,11.61321068,10.52917194,32.70201111,15.26388836,7.248005867,32.62620544,11.2725687,8.804206848,32.16489792,13.33021164,8.071699142,31.56422997,14.4360714,10.69739532,31.21354866,12.13860035,11.46724892,31.27659225,14.46438217,7.631048679,30.80126762,11.01324081,10.10994911,30.7149086,14.51633263,9.192106247,29.87835312,11.79641533,8.522803307,30.1739254,13.49560833,11.86911964,29.99507713,11.24399853,11.34058285,29.51210022,13.72903347,8.267706871,28.99235725,10.77446747,9.594625473,28.85944748,14.27209663,10.48488617,28.34107208,12.69852638,12.53666782,28.52920532,12.37876797,8.877019882,27.97439766,10.82289219,11.41787338,27.74768257,14.00878334,11.30048561,26.84305763,10.98139286,9.490200043,27.11150742,13.56972599,9.826737404,26.27128983,11.68172646,12.81529427,26.96578407,13.40095043,12.560606,25.96712303,10.3096714,10.93547916,26.11464691,11.75988007,9.531043053,25.40747833,13.66841698,10.77430534,25.10362244,10.81337452,12.68203926,25.44479561,12.60332298,13.55060577,24.88430595,10.03011799,10.75204277,24.42954826,13.54433346,11.89471531,24.05173492,12.61911297,10.08112812,23.87706757,10.95407867,13.46716595,23.9349556,13.02730942,13.33901215,23.13737488,11.04946899,10.09402561,22.87771225,9.725027084,11.96555614,23.16697311,13.09980202,11.15810299,22.52687454,11.33133316,14.27912521,22.59822845,13.04678631,12.3921299,21.52648354,10.00833797,10.72842503,21.67902565,9.839897156,13.04659367,21.84864616,11.99863529,10.58977318,21.15778542,12.76685238,14.35202694,21.22208977,10.58351326,14.26622677,20.81720161,9.031451225,11.64831066,20.61062431,12.71830368,11.97978878,19.94922447,10.86360645,10.54836464,19.81518745,11.57035828,15.52788448,20.30966759,12.38894081,13.54704952,19.53454018,9.34383297,13.29351234,19.87734604,10.67765617,14.98981762,19.25905991,9.295843124,11.18283844,19.06623077,11.93231201,11.31898499,18.53008842,12.09854221,15.51643085,19.02684593,8.510062218,12.680089,18.49741745,12.06518745,14.05856514,18.04323959,10.92134953,15.9365654,18.02687645,10.33801842,10.87995529,17.60132027,9.632038116,14.30697918,17.81479073,12.03320885,12.24873829,17.14865494,8.512777328,11.57817936,17.11006165,8.630257607,13.51949024,16.93247223,11.60870838,14.98228931,16.58033752,11.00742912,11.30602169,16.11193848,9.799393654,15.16489887,16.25356483,11.87410259,13.42151737,15.77224541,10.78656578,16.13181877,15.52400875,7.778648376,12.00290298,15.75254822,9.501481056,11.02534103,15.2706871,8.670624733,14.14023876,15.25419998,11.38538551,14.8701582,14.75469685,11.46138096,12.2501688,14.6242094,9.61421299,15.51908588,14.40493202,7.68402338,13.12282944,14.18650913,8.215211868,11.5032692,14.37006378,11.42146301,13.93542004,13.49390316,10.30515766,11.11339378,13.67172623,8.688783646,14.5834198,13.55539608,10.87523174,15.36670303,12.91458702,7.186506271,11.96681023,12.96770668,8.836397171,10.90049744,12.70351601,8.918897629,15.38387585,12.03835773,11.27991009,12.62655163,12.42682934,7.57980299,13.7689724,12.23490334,11.22771931,14.29597759,11.74758625,10.36959076,11.26799107,11.41517353,7.22164011,11.22914219,11.48123932,6.230494022,12.70636559,11.29602623,10.28398418,15.28479481,10.49747658,7.907279968,14.4864397,10.6633625,8.629727364,10.25000381,10.67087555,11.38831902,13.29235458,10.56537819,9.508888245,9.264893532,9.466132164,7.921527863,9.1326828,9.524502754,4.958186626,11.89805794,10.14090443,6.711045742,13.73330784,9.904701233,11.11420918,14.45202827,9.259757996,9.045559883,15.6408453,9.258844376,10.73079109,11.75141716,9.552583694,7.073861599,10.59111977,9.765717506,5.44337368,13.338377,9.011806488,10.6434803,9.931282043,8.490782738,11.39647388,13.31091499,8.428207397,7.791790485,14.99979877,8.452305794,5.035424232,10.86799431,8.728351593,8.886562347,8.242992401,8.615609169,4.049543858,12.12900543,8.394487381,6.748620033,8.954235077,8.345826149,10.14271832,15.19950676,7.786592007,11.51835155,11.89026165,7.684241772,6.464690685,14.03230095,7.492210388,11.33138371,14.39393234,6.766237736,10.06687641,8.605388641,7.355996609,8.69609642,15.31802273,6.830386639,6.010113239,9.833156586,7.305595875,4.840342045,13.22360992,6.978293896,8.182816505,8.302388191,7.350273132,4.984433651,11.37628078,6.875552177,11.10664558,12.7142477,6.125266075,10.83507347,10.28386211,6.147707939,6.420081139,12.64542675,5.772964954,7.606897831,14.14898968,5.713048458,10.03955173,14.84728336,5.708782196,9.437458992,9.165463448,5.892410755,7.378527164,9.348362923,5.763761997,10.27506161,11.79650974,5.057158947,8.598520279,12.93672657,4.727818966,7.379611969,11.06605244,4.970367908
