species,catalog number,ecotype,Sex,geomean,Cg,DE,CSS,Jz,Ina,Ila,1.x,1.y,1.z,2.x,2.y,2.z,3.x,3.y,3.z,4.x,4.y,4.z,5.x,5.y,5.z,6.x,6.y,6.z,7.x,7.y,7.z,8.x,8.y,8.z,9.x,9.y,9.z,10.x,10.y,10.z,11.x,11.y,11.z,12.x,12.y,12.z,13.x,13.y,13.z,14.x,14.y,14.z,15.x,15.y,15.z,16.x,16.y,16.z,17.x,17.y,17.z,18.x,18.y,18.z,19.x,19.y,19.z,20.x,20.y,20.z,21.x,21.y,21.z,22.x,22.y,22.z,23.x,23.y,23.z,24.x,24.y,24.z,25.x,25.y,25.z,26.x,26.y,26.z,27.x,27.y,27.z,28.x,28.y,28.z,29.x,29.y,29.z,30.x,30.y,30.z,31.x,31.y,31.z,32.x,32.y,32.z,33.x,33.y,33.z,34.x,34.y,34.z,35.x,35.y,35.z,36.x,36.y,36.z,37.x,37.y,37.z,38.x,38.y,38.z,39.x,39.y,39.z,40.x,40.y,40.z,41.x,41.y,41.z,42.x,42.y,42.z,43.x,43.y,43.z,44.x,44.y,44.z,45.x,45.y,45.z,46.x,46.y,46.z,47.x,47.y,47.z,48.x,48.y,48.z,49.x,49.y,49.z,50.x,50.y,50.z,51.x,51.y,51.z,52.x,52.y,52.z,53.x,53.y,53.z,54.x,54.y,54.z,55.x,55.y,55.z,56.x,56.y,56.z,57.x,57.y,57.z,58.x,58.y,58.z,59.x,59.y,59.z,60.x,60.y,60.z,61.x,61.y,61.z,62.x,62.y,62.z,63.x,63.y,63.z,64.x,64.y,64.z,65.x,65.y,65.z,66.x,66.y,66.z,67.x,67.y,67.z,68.x,68.y,68.z,69.x,69.y,69.z,70.x,70.y,70.z,71.x,71.y,71.z,72.x,72.y,72.z,73.x,73.y,73.z,74.x,74.y,74.z,75.x,75.y,75.z,76.x,76.y,76.z,77.x,77.y,77.z,78.x,78.y,78.z,79.x,79.y,79.z,80.x,80.y,80.z,81.x,81.y,81.z,82.x,82.y,82.z,83.x,83.y,83.z,84.x,84.y,84.z,85.x,85.y,85.z,86.x,86.y,86.z,87.x,87.y,87.z,88.x,88.y,88.z,89.x,89.y,89.z,90.x,90.y,90.z,91.x,91.y,91.z,92.x,92.y,92.z,93.x,93.y,93.z,94.x,94.y,94.z,95.x,95.y,95.z,96.x,96.y,96.z,97.x,97.y,97.z,98.x,98.y,98.z,99.x,99.y,99.z,100.x,100.y,100.z,101.x,101.y,101.z,102.x,102.y,102.z,103.x,103.y,103.z,104.x,104.y,104.z,105.x,105.y,105.z,106.x,106.y,106.z,107.x,107.y,107.z,108.x,108.y,108.z,109.x,109.y,109.z,110.x,110.y,110.z,111.x,111.y,111.z,112.x,112.y,112.z,113.x,113.y,113.z,114.x,114.y,114.z,115.x,115.y,115.z,116.x,116.y,116.z,117.x,117.y,117.z,118.x,118.y,118.z,119.x,119.y,119.z,120.x,120.y,120.z,121.x,121.y,121.z,122.x,122.y,122.z,123.x,123.y,123.z,124.x,124.y,124.z,125.x,125.y,125.z,126.x,126.y,126.z,127.x,127.y,127.z,128.x,128.y,128.z,129.x,129.y,129.z,130.x,130.y,130.z,131.x,131.y,131.z,132.x,132.y,132.z,133.x,133.y,133.z,134.x,134.y,134.z,135.x,135.y,135.z,136.x,136.y,136.z,137.x,137.y,137.z,138.x,138.y,138.z,139.x,139.y,139.z,140.x,140.y,140.z,141.x,141.y,141.z,142.x,142.y,142.z,143.x,143.y,143.z,144.x,144.y,144.z,145.x,145.y,145.z,146.x,146.y,146.z,147.x,147.y,147.z,148.x,148.y,148.z,149.x,149.y,149.z,150.x,150.y,150.z,151.x,151.y,151.z,152.x,152.y,152.z
Ammospermophilus_leucurus,UWBM74646,ground,M,25.19091667,0.640118634,17.93438394,1.300474049,2.720592683,1.550688537,1.175277317,-15.32150173,50.79361725,36.24645615,-17.41814995,48.67737961,36.73828125,-15.47358799,51.54433823,35.6356163,-18.38500786,49.34437943,36.27904892,-16.58265305,49.85689163,35.97156525,-15.14018631,49.35858536,36.46417236,-16.89537621,50.95991135,35.03528214,-17.87345886,49.95810699,35.21899414,-16.65585899,47.62638855,36.49049377,-15.69499588,51.97855759,34.53619003,-19.16772079,49.43126678,35.36774826,-17.9873333,47.67821884,35.81633377,-14.46539783,49.93822098,35.30429077,-15.64032555,48.15646744,35.93346786,-14.66623116,50.7507515,34.58655548,-14.38799953,48.18968582,35.76320648,-16.60577393,50.89774323,33.86358643,-16.96989822,46.71956635,35.12244797,-18.71717072,47.91090775,34.99911118,-17.57918358,49.54630661,34.16569901,-15.79123783,46.58493423,35.40900421,-19.10178757,49.04111481,34.49002457,-14.13039494,49.13261032,33.96525574,-15.03925323,51.32511139,33.66130066,-16.07826233,49.65425873,33.33935165,-14.66287804,47.15122986,34.73789215,-13.99376011,47.99451828,34.38229752,-17.79035759,47.00006866,34.09070969,-18.1221447,48.33901596,33.76514053,-18.54903603,46.24489594,19.27030945,-16.53072739,46.05412674,33.73799133,-14.46289253,49.16153717,32.65531158,-16.89349556,48.50039291,32.39568329,-14.10752678,46.60425186,33.34203339,-15.4173708,45.85030365,33.60862732,-13.94546127,47.42549133,32.91268539,-17.66457939,46.95846939,32.78896713,-15.78931427,48.52270889,31.55541229,-17.61150742,47.72092056,31.80148697,-16.12295151,45.60474014,32.29188538,-14.54113865,46.23986435,31.99759102,-14.39907265,48.26578903,31.6211071,-17.25666237,46.50763702,31.5956459,-16.36253548,48.15948868,30.81034851,-14.22715378,46.86964798,31.06148338,-15.44375801,45.5778389,31.09672737,-16.86381531,46.20031357,30.48469734,-15.04514599,48.09399033,30.27530098,-17.41290474,47.4472847,30.38847733,-14.51243496,46.63772202,29.90266418,-17.31611252,46.43225861,29.2965374,-15.81164646,45.64984512,29.82116699,-16.37093353,48.06000137,29.54753113,-14.90609932,47.69925308,29.17599678,-14.92064953,46.3693161,28.82907677,-16.03318977,45.78581619,28.34722137,-17.30968094,47.56352997,28.52083778,-16.19368362,48.03913879,28.21692467,-15.07070732,47.45297241,27.62085152,-17.19056892,46.17028046,27.67795753,-17.12222099,47.86357498,27.26621437,-15.57991982,46.09948349,27.07623672,-15.74020386,47.85516357,26.51879692,-17.73260117,46.6634903,26.4154892,-15.39859486,46.86173248,25.83170509,-16.39998055,45.90287781,26.15877533,-16.92139435,48.03051758,25.95122337,-17.94123077,47.22973633,25.21344948,-17.24972343,46.00226593,25.25745201,-15.76258183,47.70848846,25.0458107,-16.03260612,46.20194626,24.71743965,-17.83189774,46.16146469,24.039505,-16.87378693,48.10771179,24.36200142,-15.85445881,46.94189835,23.5581913,-18.19598579,47.5427742,23.76483154,-16.82078743,45.9925766,23.07588577,-16.42921066,47.96589661,23.02090836,-18.38658714,46.71860504,22.86207771,-17.77953911,48.05745697,22.44263649,-16.23612022,46.72976685,21.99300194,-17.92489052,46.03947449,21.66966629,-16.62376595,47.95584488,20.98679924,-18.87041092,47.15952682,21.40498543,-16.80930519,46.25508499,20.78066254,-18.46646881,46.25272369,20.45222855,-17.86358261,48.13269043,20.24642181,-16.6912365,47.29780197,19.75552368,-19.27794647,47.35297012,19.94706154,-17.60452461,46.0231781,19.31277275,-17.4090023,48.14019394,19.02433968,-19.33922386,46.75783539,18.97267342,-16.98122978,46.85588074,18.41695976,-18.54989624,48.16229248,18.40533829,-18.33073807,46.11119843,17.98269653,-19.80461311,47.25469208,18.09680176,-17.27446747,47.65637207,17.4685955,-18.73865509,48.19836426,17.26603317,-19.28959656,46.49284744,17.33698654,-17.53355598,46.4986763,16.82222939,-20.22740555,47.15494919,16.94920349,-17.66958427,47.86689758,16.31723785,-19.49610138,46.50913239,16.22373009,-18.92045403,48.33448029,15.95599365,-18.0494442,46.27100754,15.86624432,-20.84682655,46.88153076,15.83561802,-17.75591278,47.64024734,15.06325054,-21.58940506,46.1004982,14.60788822,-19.94390678,46.56808472,14.59943295,-19.91670609,48.02165985,14.86225319,-18.38494873,46.2506485,14.67295647,-18.55046463,48.55211258,14.31118011,-21.0798912,47.20531464,13.87905598,-18.053339,47.61883545,13.58874893,-21.83403397,46.11094284,13.21385574,-19.16364288,46.32545853,13.21686172,-18.50148201,49.23677444,12.65027428,-19.74277878,48.56809998,12.85593891,-20.50854111,46.60848236,12.8323946,-18.32857895,47.92384338,11.65719414,-18.0514679,49.51355743,11.21364689,-21.5957222,46.40036392,11.97267151,-20.59724617,48.00126648,11.88288498,-19.03796005,49.56656647,11.22275162,-19.40170479,46.35630417,11.51585484,-20.6668148,46.49675751,10.90408421,-19.88332176,48.25705338,10.43309021,-21.66479492,47.23643494,10.57518864,-18.32567215,47.00986099,10.65832424,-18.66499329,48.68181992,9.900341034,-19.64587975,46.2360611,9.930278778,-21.58842468,46.19647217,9.847380638,-20.42573357,47.55200577,9.344686508,-17.65049171,47.48716354,9.4344244,-20.55528641,45.79786682,9.086603165,-18.75722122,46.47391891,8.857273102,-19.30371666,47.78211975,8.555753708,-21.55971336,47.58277893,8.532554626,-16.93040657,48.26794815,8.887219429,-16.653862,46.98711014,8.863435745,-18.25275803,48.65018845,8.438254356,-21.62652206,46.24124527,8.34953022,-20.35107613,47.3402977,7.594081879,-19.61790466,45.97885132,7.475307465,-17.89757729,46.24949646,8.343747139,-20.51020432,45.32038498,8.079816818,-16.23711205,47.68373871,7.732628822,-19.07043457,46.81448364,7.104953766,-17.37371445,48.8542099,7.319871902,-21.35431671,47.09598541,7.054637909,-20.27965546,46.51099777,6.677206039,-17.03760147,46.47587204,6.934149265,-18.38434029,47.9377327,6.575825691
Ammospermophilus_nelsoni,MVZ234368,ground,F,27.647,0.519793462,18.6833735,1.865972376,3.747261538,2.295373077,1.453147436,19.27892685,12.36953831,39.86236954,18.83464432,15.53985977,39.83366013,20.11122704,11.79726696,39.11455917,19.77736664,16.32724953,39.18177795,18.86992836,13.97601032,39.28388214,18.42661095,12.74340439,40.07415771,20.09335327,13.43232632,38.15034103,19.96984291,15.01728916,37.96677399,17.75242615,15.79266548,39.79228973,20.29938889,11.52793312,37.72559357,20.28160667,16.60281181,38.01353836,18.48340988,16.65969276,38.71911621,17.94828224,11.65045452,38.88335037,17.37971878,14.23816776,39.55331421,18.75781631,11.39894772,37.80028915,17.06049347,12.86222267,39.79619598,19.68282318,13.22615337,37.11657715,16.9535656,16.50195503,38.28386307,19.12589645,16.93614006,37.51577759,19.36247635,14.60215664,37.03154755,16.17727852,15.3775301,39.02489471,19.99202156,16.32345009,36.83037186,16.88511086,11.55903053,37.58503342,19.24680328,11.56531715,36.93022537,17.63564682,13.45776939,36.73679733,16.02539635,13.73985386,38.74623489,16.25777626,12.24753571,38.41384888,17.76291847,16.85183525,36.71237946,18.54104996,15.72445774,36.44857788,14.54696941,14.81890297,21.54618073,15.99985981,16.27122879,37.05698776,16.77053452,12.15553474,36.41917038,17.28909874,14.21898079,35.89358521,15.06899834,13.19428444,37.47516632,15.01508141,14.86811352,37.38715363,15.64448166,12.12672329,36.98454666,17.12500191,16.46598625,35.63127136,16.98002625,13.22187233,35.48472977,17.42816734,15.05888653,35.26200104,15.24849319,15.85272121,35.74571991,14.99320602,13.74389553,35.9461441,15.97972775,12.21945286,35.71931458,16.75323105,16.19327927,34.73649979,16.90851402,13.83144951,34.91004944,14.98349857,12.54503632,35.03362274,14.55076122,14.90792561,34.80012512,15.78358746,15.84622288,33.74256516,16.25139236,12.7000246,34.44987869,16.91934586,15.01490307,34.06764984,14.7674284,12.92523098,33.74914551,15.86419582,15.66790485,32.41279984,14.50325871,14.93264294,33.45856857,16.66779709,13.84983444,33.44671631,15.60407066,12.49599266,33.07268143,14.54319763,13.20975208,32.51322556,14.47472668,14.72487259,31.99611664,16.60030174,14.77762985,31.79926682,16.38655663,13.39562702,31.75162888,15.50513077,12.47893047,31.23883629,15.26369381,15.37931252,30.85489273,16.449543,14.06719685,30.40444565,14.25800037,13.74553967,30.84744453,15.67985153,12.55749702,29.98902702,15.76823997,15.31441975,29.39651299,14.41948318,12.98561287,29.43262863,14.40877151,14.47661304,29.52888298,16.25991821,13.407547,29.09199142,16.18167686,14.73886776,28.14238739,14.76198292,14.97329617,28.1862278,15.31817341,12.31189156,28.310606,14.16475296,13.5106287,27.94205666,14.94665813,15.1663332,26.67773056,16.04306793,12.95352173,27.20907021,14.40681458,12.60919857,26.50263405,16.19261169,14.59370136,26.33900833,14.09780025,14.0775547,25.78938103,15.49183559,12.35026073,25.72402954,15.44037056,15.24113655,25.19924545,16.25894737,13.55392265,24.74670029,14.24159527,12.65942764,24.80963898,14.52409172,14.85766125,24.07061195,15.40017128,12.24302197,23.63517189,16.07452774,14.81976604,23.57363129,13.92190361,13.24790478,23.47637939,14.72188282,15.0011549,22.74318695,16.16353416,13.01122952,22.64211082,14.56379604,12.22863007,22.49315071,16.1851635,14.6241045,22.00882339,13.90820313,13.90323257,21.91044426,15.70095158,12.44241142,21.52707672,15.60427094,15.06168938,20.94796944,14.12817192,12.59886551,21.12760353,16.26759529,13.36242008,20.49197578,14.15416718,14.40942955,20.19118309,16.14294243,14.96173954,19.75906754,14.9800787,12.26710129,19.77275085,16.27739143,13.30270576,19.04152489,15.27925968,15.14866638,19.04983139,13.83254814,13.19551849,18.99616051,16.22381973,15.10806942,18.38413811,15.33335209,12.32683182,18.23175621,15.2071476,15.16098881,17.80446625,16.38330078,13.16868401,17.49257469,13.84661674,13.83991814,17.77286148,16.09943199,15.85909653,17.27265549,14.53589344,12.38144112,16.87873459,15.40577602,16.71572685,16.19281769,15.19033432,15.21025085,16.33163071,16.40857506,14.04364777,16.35858154,13.93123436,14.03896999,16.59498215,16.20550346,12.47323322,16.08296394,16.05603981,15.43744946,15.46519566,14.21450329,12.53055859,15.54805946,15.44622993,16.6270771,14.79326248,14.32981968,14.48481464,15.21725655,16.72265816,11.8983202,14.83296013,16.57410431,13.16705799,14.72468662,15.16474915,15.23519993,14.71086025,14.23192978,12.24085236,13.95059299,16.51752853,10.89467525,14.03351402,15.42165565,15.96291161,13.66112423,16.31264496,14.14629459,13.78032398,16.58542442,11.89166164,13.45029926,14.0196991,14.21651554,13.69946194,14.87889194,15.21829796,12.92938805,15.87612629,13.09990501,12.63417244,15.98304653,15.06848907,12.28423309,13.88026714,12.26682663,13.23534775,15.30193901,11.62570286,12.43005562,13.85424137,14.31817436,12.38448811,15.10532761,15.69629574,11.70910072,15.36517143,13.96592903,11.67418957,13.89473534,11.08944798,12.37560081,13.95799637,15.12887001,11.40250397,13.55070686,12.69206142,11.83644676,14.9661417,12.36959839,11.26229858,15.80114651,14.71116924,10.37422466,13.92403889,9.650954247,11.96143913,12.68957996,10.29242229,12.21439552,15.02954674,10.65661144,11.20117855,14.70603085,15.3907671,10.16061497,14.47660732,13.75075436,10.31671524,13.15798473,13.72570896,10.56242275,12.56172276,11.65506363,11.44762802,13.25060177,14.94410992,10.31915188,13.15078831,9.161001205,11.05869007,14.0989933,12.15187931,10.32358551,14.66159916,9.621923447,10.25529003,15.00473976,14.79781532,9.000628471,13.71046257,13.61313915,9.299733162,12.19657135,10.50453854,10.02433681,14.26718044,10.97432995,9.313466072
Callosciurus_erythraeus,CAS6371,tree,F,39.77375,0.488615732,21.82320238,1.347161142,17.84300488,9.654052195,8.199607805,16.55188942,7.67945385,52.39167023,19.7880764,12.11571598,52.63655853,16.65403366,6.124176025,51.03134537,21.8610363,11.43172836,51.48843384,17.68133736,9.960198402,51.9817276,15.93806553,9.429321289,52.79300308,18.38006401,8.217077255,50.38969803,20.68191147,10.01499748,49.91141891,18.73137856,13.48160458,52.29927826,16.67059708,5.707700253,49.14030075,22.29885483,10.81178951,49.46738815,21.11982536,12.70381832,50.72887802,14.8549633,7.697677612,50.79688263,16.6553936,11.84233284,51.89801407,15.39828491,6.56926918,49.19224167,14.56706047,10.93647861,51.93667603,17.81342125,8.395692825,48.52031708,19.61516571,14.13692951,50.41973495,22.14257431,12.68017673,48.81355667,19.12573624,10.37194443,48.0730629,16.79886246,14.40935135,51.1933136,21.73683548,11.65148735,47.78160095,13.98742676,8.320625305,48.72293472,15.92649364,6.625514984,47.65206146,17.41713333,9.878105164,47.57279587,14.90944862,12.83016777,50.67909241,13.51548576,10.38733673,50.00409317,20.76708603,14.29830837,48.43440247,20.27146912,12.5870266,47.43428802,16.49020004,15.0691452,20.77539825,17.50192833,14.88398743,48.8679657,14.77319336,8.95052433,47.27045822,18.64978409,11.24901581,46.79911423,13.10547733,13.0130291,49.01227951,15.31578255,14.55866528,49.021698,13.50152874,10.51631165,47.92860031,19.55696297,14.20849514,47.19406128,16.86804581,10.26028252,46.64041519,19.15873528,12.13756943,46.46171951,16.56534386,14.91368294,46.72891235,13.8298645,13.64638042,46.91371155,14.83786011,9.793222427,46.31596375,18.74331856,13.79883862,45.53838348,17.26906395,10.79662895,45.85454178,13.52994347,11.76884079,45.25836945,15.173563,14.75051403,44.87191391,17.85070038,14.00267315,43.24599838,15.16882801,10.55964375,44.19086075,18.03434944,12.08410072,44.0207634,13.58625507,12.67605972,42.93483734,17.60201454,14.0660429,40.74612808,15.46473789,14.75373173,42.28641891,16.50462723,11.30003548,42.49148941,14.33092499,11.30539703,41.16149902,13.67162228,13.24305439,40.5113678,15.37370396,14.80642319,39.52233505,17.3469162,12.44236279,39.60643005,15.92959023,11.32506752,39.15856552,13.82577705,11.83308601,38.36949158,16.97760582,14.67780304,38.06258011,16.74612427,11.90542889,37.22102737,14.00614452,14.16810131,37.69921494,14.46934414,11.56108475,36.40297699,17.64515305,14.0284729,35.89099121,13.44297886,13.46876812,35.53551483,15.12728119,15.06221676,35.78474808,16.10173798,11.5874157,35.16378021,17.37281036,13.0025301,33.70762634,15.93458366,15.23974133,33.68037415,13.86510372,11.97359943,33.81045151,13.85629654,14.41279888,33.0077858,16.53644371,15.20039082,30.9449482,15.40955448,11.59032536,31.95338821,13.2530098,13.28202915,30.39222717,17.31593513,12.87920761,30.2180748,14.40015411,15.08836365,29.11470222,14.45409489,11.70810604,29.08517647,17.16046143,14.76385307,27.99919891,16.36003113,11.98519516,27.09887695,13.18724442,13.47041607,26.93254089,16.36263084,15.30250931,25.86355591,14.12918282,12.09109879,24.53502655,17.53782463,13.59563637,24.54177666,13.72566128,14.50970078,24.08642006,16.49702644,15.12285137,23.05673981,16.01860619,11.79599953,22.7676754,13.47062302,12.91548347,22.07654953,17.73901367,13.22326946,21.52394485,14.77648354,15.25388336,21.09059525,14.61719513,11.91747379,20.62092018,17.450737,14.31128788,19.69439888,13.6145401,13.83663559,19.61317635,16.73601532,12.02351761,19.1112709,15.21597004,15.24551678,18.51698494,18.64678574,13.6492691,17.877985,14.33222866,12.27950764,17.91770744,16.91602325,12.01373386,16.98254967,16.75501633,14.86719799,16.90280724,14.03594494,14.22312546,16.79092598,18.9252224,13.63172913,15.98606014,14.70435905,11.95333195,16.04098129,17.05128098,14.71632385,15.05843735,16.77276993,11.8262825,14.51754951,14.32264805,14.50542355,15.16208172,20.05401611,14.12800598,14.50003147,14.27886581,11.8947897,14.03812218,20.5144062,15.07530022,13.43540668,17.39489555,14.56419563,12.61639309,17.52640152,12.26052952,12.42212963,14.45880604,14.53077793,13.15467358,14.62155724,10.91530991,12.30787754,18.89307976,13.53521729,11.57163143,13.78673458,11.92486954,11.70816898,20.14279366,15.13217545,11.69015026,15.28065872,14.99725342,10.75493908,13.19988728,9.569643974,10.03900719,15.99783802,11.02626419,9.834615707,17.54016876,14.55967808,10.09735775,13.11455822,11.78425217,8.934044838,11.06187344,9.355474472,9.075850487,19.40683556,14.68159771,9.21822834,17.44162178,12.61979198,8.531045914,13.99170303,10.11519146,8.399812698,15.03964329,15.05166626,8.113653183,17.38382912,15.3928051,6.960579872,15.8544302,12.45884609,6.87126112,19.35504913,13.99487591,7.123552799,13.32028389,13.43305779,7.129498959,13.47835636,11.71916676,6.65106678,15.62786388,15.6698103,5.710932732,19.4544487,15.3982563,5.861842632,17.56267548,14.27766037,5.099173069,12.65218449,13.12495708,6.047765255,17.30285072,16.51315308,4.444696426,14.25771046,15.04609966,4.665358543,15.5038147,13.28719425,4.281281948,19.57164383,14.40314293,4.392920971,11.72829723,11.53315353,4.74741888,10.81111336,14.024086,4.765378952,13.85896683,11.57435131,4.355424404,19.34457779,15.9473896,3.636179686,17.45840454,15.06860256,2.666071653,15.79447556,16.44259262,2.415382862,12.80562305,15.62535477,4.224784851,17.75554466,17.37409401,2.840976,10.79950619,12.34633446,2.417776585,15.07496262,14.51390553,1.909511685,12.93387127,11.12871552,2.090327978,19.06566048,15.22442818,1.675163269,16.68457222,16.22531128,0.714062095,11.26575661,14.90758133,1.66118443,13.72502136,13.28383827,0.80721283
Callosciurus_prevostii,LACM97346,tree,F,39.09725,0.499501659,21.56275001,1.362463207,19.4854,11.11529098,8.381448049,-10.14560032,13.64320374,4.852799892,-14.89881706,10.60089493,5.174098492,-8.541519165,13.27199268,6.686105728,-14.43312454,8.635201454,6.276516914,-12.39196491,12.16636944,6.009986401,-11.96412373,14.32705784,4.595494747,-10.51064777,11.58750057,7.624012947,-12.68454075,9.852219582,8.014748573,-16.4006958,11.85359764,5.657622337,-8.512284279,13.03599358,8.78970623,-14.02132797,8.010144234,8.118771553,-15.73883533,9.593065262,7.371729374,-10.1015749,15.09328175,6.677959919,-14.80678749,13.94631195,6.095879078,-9.079619408,14.61774731,8.769287109,-13.25929928,15.77807426,5.558685303,-12.27852154,12.60149956,9.743080139,-17.48820877,11.84628487,8.10063839,-15.97915077,8.947902679,9.105010986,-13.7783432,11.39105701,10.35841465,-16.9289093,13.94835377,7.089677811,-14.02110958,8.713698387,9.87787056,-10.64308834,16.28581429,8.944069862,-10.9079361,14.50293446,10.10120201,-13.51506233,13.05596256,12.14899445,-15.06850815,16.10358047,7.350859165,-12.51062584,16.96385574,7.717328548,-17.31370735,10.86801624,10.03486824,-15.84300041,11.1476965,11.05190754,-17.15116692,16.29511642,35.97277451,-17.41158485,13.06473255,10.29423809,-12.25811958,15.32788372,11.87973404,-14.75557232,12.55388641,12.92451191,-15.10308075,17.64183044,9.487737656,-16.88764763,15.65898323,9.821317673,-12.6270771,17.29162216,10.36121273,-16.67329025,11.88496017,11.77516079,-13.63500118,13.49411678,13.40216732,-14.83146477,12.50808811,12.87423038,-17.08673477,14.25711155,12.90098667,-15.63511467,17.21467018,12.39786434,-12.54728794,15.64311218,12.74755096,-16.38117218,12.87753105,13.8453989,-13.83326244,13.57005787,14.14598751,-13.29824924,17.14360619,14.24137592,-16.72744751,16.1646347,14.76916122,-16.59684372,13.76755714,16.26058769,-13.0254221,15.20720768,15.43567562,-14.43553066,13.4688158,15.68565845,-14.45277596,17.75414276,16.55002022,-16.47656631,13.89898491,18.68224716,-16.74317932,16.24628258,17.18808365,-13.66159534,14.33894634,17.41604042,-13.11933994,16.49403572,17.97049904,-14.71414471,17.95193863,18.66848755,-16.65683746,16.78681374,19.51997185,-14.85558605,13.95066166,19.96730423,-13.32070255,15.13763332,20.16017151,-13.52366924,17.58281136,20.37028694,-17.04581451,15.07385254,21.10735703,-14.11682987,14.47160244,22.09858513,-15.84420013,17.86940765,21.20602036,-13.13628387,16.92911911,22.40651321,-16.77435303,14.61753082,23.20817375,-15.21372986,18.32750702,23.27990341,-16.83625603,16.98767662,23.20034981,-13.52715778,15.22633839,24.01844978,-15.31484413,14.37301826,25.49634552,-17.14336967,16.00296021,25.15481567,-13.44155788,17.70035934,25.01724625,-16.1108036,18.08931351,25.69524384,-17.11865807,15.58938313,27.48961449,-13.32987118,15.92688274,26.85876083,-14.62982273,18.60250664,27.90252876,-15.1563015,14.60237503,28.16996002,-16.67744255,17.73074913,28.79018402,-13.24953842,17.07754517,29.01037788,-16.70197105,15.09671593,29.69791985,-13.88202286,15.24167633,30.43208694,-14.65039444,18.68030167,30.30643463,-17.15368462,16.504179,31.41594124,-13.44432926,17.56982613,32.29396439,-15.6298542,14.76684952,32.25778961,-15.90867519,18.53027916,32.5215683,-17.13476563,16.10140991,33.71443176,-13.57885838,15.82030201,33.88948441,-14.07420826,18.56318092,34.30570984,-15.36434269,14.73269558,35.06978226,-16.86360931,17.72925568,35.42079926,-13.30556202,17.05056953,35.92538071,-16.4470768,15.15251923,37.04381943,-15.25383472,18.81188774,36.83664322,-13.80594063,15.61651611,37.68712234,-17.1264782,17.04233742,38.2372818,-15.6827755,14.47594929,38.83211517,-13.74619198,18.16959572,38.77109909,-13.75690365,15.72436714,39.87770081,-16.85455894,15.65305614,39.98465729,-15.87123489,18.6684227,39.92221069,-16.00988197,14.19725609,41.04444504,-13.56382179,17.90501595,40.90080261,-16.89476395,15.84313393,42.11117172,-13.64198589,15.85186768,42.39736938,-16.25798416,18.43899536,41.79953384,-16.59186363,13.63986397,42.80786133,-13.70989704,18.25561905,43.02106094,-17.79204178,13.16377354,44.1879158,-16.85910606,15.9440012,44.68942261,-14.3449564,15.21423721,44.67094421,-16.25744247,18.40822792,43.88778687,-12.28548145,17.14043236,44.58472824,-16.25065231,14.36448574,45.92410278,-13.26463318,18.52048302,45.37950897,-18.00854683,13.37229347,46.08588028,-16.52647018,18.18595886,46.05349731,-10.8869257,18.20377541,46.51674652,-12.5114584,16.63673973,47.16651535,-17.03611755,16.10165596,47.1525383,-12.29550934,19.48553276,48.00116348,-9.358218193,19.99180031,47.41413879,-17.51747322,14.28880978,48.17449951,-14.4241581,15.97010136,48.58616638,-10.86516285,18.68188095,48.90871048,-16.26970291,18.48932648,48.36032486,-17.49012756,16.48967552,49.66899872,-13.76659298,17.57961273,50.13899612,-16.52002907,14.45623493,50.04718018,-14.06664467,19.89142418,49.27990341,-12.30632019,19.62026405,50.20887756,-16.87999916,18.23309898,50.40592194,-18.6692524,15.23260784,51.00657272,-16.33667374,16.46247482,51.74643707,-13.59560966,20.85075378,50.79886246,-18.41990662,16.98936462,51.87183762,-15.8275671,19.42683411,51.33005524,-14.12147903,18.16680908,52.01613235,-16.8155117,14.5014782,52.47616577,-12.13132668,21.88115501,51.72846222,-14.65534592,22.42324829,51.60450363,-11.91658688,19.42416191,52.15342712,-18.55056572,15.23020172,52.90019608,-16.7000885,16.82883644,53.62337875,-17.7283535,18.48015213,53.58446121,-15.60243607,20.74824142,52.21178436,-19.45058441,17.38369179,53.44103241,-12.86138248,22.99285698,53.5954361,-15.20748329,18.86403275,53.7028656,-11.59559155,20.32313919,54.23614883,-17.60174561,15.43656158,55.02818298,-17.70189095,17.94364357,55.86901474,-15.32631207,22.29540253,54.72259903,-13.70327759,19.32441902,55.43600082
